,POA_CODE_2016,T_SOLSE_NWNAA_T,A15_24_SOLSE_NWNAA_T,A35_44_SOLSE_NWNAA_T,A65_74_SOLSE_NWNAA_T,Counted_home_Census_Night_Tot,P_SOL_SE_NW_NA_Total,suburbs
446,POA2633,0,0,0,0,350,0,"Corrowong, Tombong, Delegate"
447,POA2640,213,20,35,24,33932,194,"Talmalmo, Table Top, North Albury, Ournie, Moorwatha, Thurgoona, Lavington Dc, Bungowannah, East Albury, Wymah, South Albury, West Albury, Wirlinga, Glenroy, Ettamogah, Splitters Creek, Albury"
448,POA2641,253,19,51,23,14220,106,"Lavington, Hamilton Valley, Springdale Heights"
449,POA2642,6,0,3,0,4527,6,"Jagumba, Tooma, Burrumbuttock, Welaregang, Bidgeemia, Rand, Brocklesby, Walbundrie, Jagungal Wilderness, Greg Greg, Glenellen, Jingellic, Wrathall, Yerong Creek, Murray Gorge, Gerogery, Geehi, Khancoban, Indi, Jindera"
450,POA2643,7,3,0,0,2582,0,Howlong
451,POA2644,6,0,0,0,2202,0,"Little Billabong, Bowna, Mountain Creek, Woomargama, Lankeys Creek, Holbrook, Yarara, Mullengandra, Wantagong, Coppabella"
452,POA2645,0,0,0,0,362,0,"Urana, Cullivel"
453,POA2646,11,0,0,0,6290,12,"Daysdale, Rennie, Oaklands, Balldale, Coreen, Savernake, Corowa, Goombargana, Lowesdale, Sanger, Ringwood, Hopefield, Redlands, Nyora, Collendina"
454,POA2647,0,0,0,0,1978,6,Mulwala
455,POA2648,5,0,0,0,2194,0,"Mourquong, Ellerslie, Anabranch North, Palinyewah, Rufus, Pomona, Wentworth, Rufus River, Pooncarie, Moorara, Cal Lal, Para, Scotia, Pan Ban, Anabranch South, Pine Camp, Curlwaa"
456,POA2649,0,0,0,0,24,0,"Laurel Hill, Nurenmerenmong"
457,POA2650,460,29,118,19,53542,339,"Tolland, Burrandana, Bomen, Pulletop, East Wagga Wagga, Estella, Glenfield Park, Yathella, Wagga Wagga, Wantabadgery, Mount Austin, Eunanoreenya, Oura, Oberne Creek, Galore, Maxwell, Lake Albert, Ashmont, Gregadoo, Wallacetown, Boorooma, Kyeamba, Currawarna, Belfrayden, Cookardinia, Tatton, Cartwrights Hill, Big Springs, Brucedale, Moorong, San Isidore, Wagga Wagga South, Bourkelands, Gobbagombalin, Carabost, Downside, Turvey Park, Springvale, Yarragundry, Book Book, Harefield, Borambola, Alfredtown, Hillgrove, Bulgary, Wagga Wagga BC, Rowan, Lloyd, Kooringal, The Gap, North Wagga Wagga, Collingullie, Euberta, Gelston Park"
458,POA2651,6,0,0,3,2143,9,"Forest Hill, Wagga Wagga Raaf"
459,POA2652,0,0,0,0,4227,3,"Boree Creek, Boorga, Humula, Galore, Marrar, Gumly Gumly, Tarcutta, Tabbita, Uranquinty, Landervale, Ladysmith, Grong Grong, Rosewood, Matong, Cowabbie, Old Junee, Merriwagga, Mangoplah, Murrulebale, Goolgowi"
460,POA2653,4,0,0,0,2334,12,"Burra, Courabyra, Glenroy, Paddys River, Mannus, Taradale, Willigobung, Munderoo, Westdale, Tumbarumba, Maragle"
461,POA2655,3,0,0,0,1280,0,"The Rock, Tootool, French Park"
462,POA2656,5,0,0,0,1209,0,"Osborne, Urangeline East, Brookong, Fargunyah, Urangeline, Lockhart, Brookdale, Milbrulong"
463,POA2658,3,0,0,0,1363,0,"Pleasant Hills, Henty, Ryan, Munyabla"
464,POA2659,0,0,0,0,833,0,"Alma Park, Walla Walla"
465,POA2660,5,0,0,0,1503,0,"Morven, Culcairn"
466,POA2661,0,0,0,0,597,0,Kapooka
467,POA2663,75,16,3,0,4938,3,"Erin Vale, Eurongilly, Wantiool, Marinna, Junee"
468,POA2665,3,0,0,0,2070,0,"Mirrool, Barellan, Tara, Bectric, Kamarah, Moombooldool, Beckom, Binya, Walleroobie, Ariah Park, Quandary, Ardlethan"
469,POA2666,18,0,0,3,5353,4,"Grogan, Reefton, Dirnaseer, Junee Reefs, Morangarell, Mimosa, Combaning, Pucawan, Sebastopol, Temora, Gidginbung, Trungley Hall, Narraburra, Springdale"
470,POA2668,0,0,0,0,434,0,Barmedman
471,POA2669,0,0,0,0,1538,0,"Rankins Springs, Melbergen, Tallimba, Erigolia, Gubbata, Tullibigeal, Naradhan, Girral, Weethalle, Bygalorie, Ungarie, Kikoira"
472,POA2671,13,0,0,0,3855,0,"West Wyalong, North Yalgogrin, Wyalong, Alleena, Lake Cowal, Back Creek, Burcher"
473,POA2672,3,0,0,0,1472,0,"Lake Cargelligo, Curlew Waters, Murrin Bridge, Burgooney"
474,POA2675,24,13,0,0,1448,21,"Hillston, Wallanthery, Lake Brewster, Monia Gap, Roto"
475,POA2678,3,4,0,0,337,0,"Riverina Mc, Charles Sturt University"
476,POA2680,952,58,102,77,22685,726,"Beelbangera, Nericon, Bilbul, Griffith East, Yoogali, Willbriggie, Warburn, Warrawidgee, Hanwood, Kooba, Griffith, Griffith DC, Lake Wyangan, Tharbogang, Widgelli, Benerembah"
477,POA2681,18,0,3,0,1631,26,"Yenda, Myall Park"
478,POA2700,14,5,0,3,4594,9,"Sandigo, Morundah, Narrandera, Gillenbah, Colinroobie, Bundure, Cudgel, Euroley, Corobimilla"
479,POA2701,0,0,0,0,2249,0,"Methul, Berry Jerry, Coolamon, Rannock"
480,POA2702,0,0,0,0,745,0,Ganmain
481,POA2703,7,0,0,0,942,4,Yanco
482,POA2705,97,3,15,8,9638,67,"Corbie Hill, Whitton, Wamoon, Merungle Hill, Murrami, Leeton, Stanbridge, Brobenah, Gogeldrie"
483,POA2706,3,0,0,0,1101,6,Darlington Point
484,POA2707,9,0,0,0,1229,3,"Coleambally, Argoon"
485,POA2710,67,7,4,0,9440,26,"Pretty Pine, Mathoura, Wakool, Wandook, Birganbigil, Caldwell, Moonbria, Deniliquin, Stud Park, Conargo, Steam Plains, Calimo, Gulpa, Wanganella, Booroorban, Lindifferon, Barratta, Coree, Moira, Hartwood, Morago, Bullatale, Mayrung, Willurah, Warragoon"
486,POA2711,8,0,0,0,3047,10,"Oxley, Carrathool, Maude, Yanga, Gunbar, Keri Keri, Corrong, Waugorah, Booligal, Hay South, One Tree, Clare, Hay"
487,POA2712,0,0,0,0,1265,0,"Berrigan, Boomanoomana"
488,POA2713,8,0,3,0,2626,6,"Myrtle Park, Blighty, Logie Brae, Finley"
489,POA2714,3,0,0,0,2520,3,"Tuppal, Tocumwal, Aratula, Pine Lodge"
490,POA2715,3,0,0,0,1398,3,"Hatfield, Mungo, Balranald, Kyalite, Arumpo"
491,POA2716,3,0,0,0,1023,9,"Four Corners, Mairjimmy, Gala Vale, Mabins Well, Jerilderie"
492,POA2717,0,0,0,0,1251,3,"Dareton, Coomealla"
493,POA2720,18,0,3,4,7514,27,"Bombowlee, Pinbeyan, Lacmalac, Blowering, Talbingo, Gadara, Red Hill, Tumut, Minjary, Mundongo, Tumorrama, Argalong, Yarrangobilly, Couragago, Gocup, Gilmore, Killimicat, Little River, Goobarragandra, Jones Bridge, Bombowlee Creek, Wyangle, Buddong, Windowie, Tumut Plains, Bogong Peaks Wilderness, Wereboldera, Wermatong"
494,POA2721,0,0,0,0,224,0,"Quandialla, Bland"
495,POA2722,3,0,0,0,3004,3,"Gundagai, Darbalara, South Gundagai, Brungle Creek, Brungle, Jones Creek, Muttama, Burra Creek, Nangus"
496,POA2725,0,0,0,0,349,0,Stockinbingal
497,POA2726,0,0,0,0,200,0,"Cooneys Creek, Jugiong"
498,POA2727,0,0,0,0,319,0,"Coolac, Gobarralong, Adjungbilly"
499,POA2729,3,0,0,0,1590,0,"Westwood, Mount Horeb, Sandy Gully, Cooleys Creek, Califat, Black Creek, Adelong, Tumblong, Grahamstown, Darlow, Sharps Creek, Mundarlo, Yaven Creek, Bangadang, Ellerslie, Mount Adrah, Wondalga"
500,POA2730,42,5,0,7,1300,14,"Green Hills, Kunama, Lower Bago, Batlow"
501,POA2731,12,0,5,0,5903,12,"Bunnaloo, Tantonan, Womboota, Thyra, Moama"
502,POA2732,0,0,0,0,1631,6,"Burraboi, Gonn, Cobramunga, Tullakool, Thule, Barham, Noorong"
503,POA2733,0,0,0,0,500,3,"Dhuragoon, Niemur, Moulamein"
504,POA2735,3,0,0,0,411,3,"Koraleigh, Speewa"
505,POA2736,3,0,0,0,340,3,"Goodnight, Tooleybuc"
506,POA2737,9,0,0,0,805,20,Euston
507,POA2738,3,0,0,0,1563,3,"Paringi, Gol Gol, Trentham Cliffs, Mallee, Monak"
508,POA2739,5,0,0,4,1284,9,"Mourquong, Boeill Creek, Buronga"
509,POA2745,235,0,24,58,28648,176,"Mulgoa, Glenmore Park, Greendale, Luddenham, Regentville, Wallacia"
510,POA2747,619,20,76,126,41033,420,"Claremont Meadows, Kingswood, Shanes Park, Cambridge Gardens, Caddens, Werrington, Cambridge Park, Werrington County, Llandilo, Werrington Downs, Jordan Springs"
511,POA2748,23,0,3,3,1808,30,Orchard Hills
512,POA2749,113,0,8,30,16382,70,"Castlereagh, Cranebrook"
513,POA2750,489,18,62,78,43215,384,"Penrith, Leonay, Jamisontown, Emu Heights, South Penrith, Emu Plains, Penrith Plaza, Penrith South"
514,POA2752,14,0,0,0,4767,16,"Warragamba, Silverdale"
515,POA2753,108,0,13,26,16507,111,"Londonderry, Agnes Banks, Grose Wold, Hobartville, Bowen Mountain, Yarramundi, Grose Vale, Richmond, Richmond Lowlands"
516,POA2754,33,0,3,11,5398,16,"The Slopes, North Richmond, Tennyson"
517,POA2756,158,4,27,31,32769,94,"Bligh Park, Cornwallis, Colo, Mellong, Ebenezer, Freemans Reach, Cumberland Reach, Colo Heights, Glossodia, Sackville North, Cattai, Upper Colo, Pitt Town, Mulgrave, Mcgraths Hill, Pitt Town Bottoms, South Maroota, Sackville, Maroota, Windsor Downs, Central Colo, Windsor, Womerah, Scheyville, South Windsor, Wilberforce, Lower Portland, Clarendon"
518,POA2757,3,0,0,0,807,0,Kurmond
519,POA2758,16,0,0,7,8383,20,"Blaxlands Ridge, Wheeny Creek, Mountain Lagoon, Bilpin, Mount Tomah, Kurrajong Hills, East Kurrajong, Berambing, Kurrajong, The Devils Wilderness, Kurrajong Heights"
520,POA2759,462,15,45,90,25620,346,"St Clair, Erskine Park"
521,POA2760,764,23,103,116,32655,670,"Colyton, St Marys East, North St Marys, Ropes Crossing, Oxley Park, St Marys, St Marys South"
522,POA2761,1063,27,100,171,30324,822,"Plumpton, Hassall Grove, Dean Park, Oakhurst, Colebee, Glendenning"
523,POA2762,117,5,9,21,4844,78,Schofields
524,POA2763,837,15,80,164,30217,719,"Quakers Hill, Acacia Gardens"
525,POA2765,186,0,15,45,15565,166,"Box Hill, Vineyard, Nelson, Oakville, Riverstone, Marsden Park, Maraylya, Berkshire Park"
526,POA2766,679,7,69,116,15174,597,"Eastern Creek, Rooty Hill"
527,POA2767,916,25,88,175,21940,735,"Bungarribee, Woodcroft, Doonside"
528,POA2768,914,10,97,186,28216,637,"Parklea, Stanhope Gardens, Glenwood"
529,POA2769,292,8,48,60,11508,50,The Ponds
530,POA2770,2589,88,358,409,59292,2293,"Lethbridge Park, Tregear, Bidwill, Dharruk, Hebersham, Whalan, Willmot, Minchinbury, Emerton, Mount Druitt Village, Mount Druitt, Shalvey, Blackett"
531,POA2773,13,0,0,3,5704,14,"Lapstone, Glenbrook"
532,POA2774,25,0,3,6,12402,16,"Mount Riverview, Blaxland East, Blaxland, Warrimoo"
533,POA2775,0,0,0,0,1401,0,"Wisemans Ferry, Spencer, Marlow, St Albans, Higher Macdonald, Singletons Mill, Perrys Crossing, Lower Macdonald, Central Macdonald, Webbs Creek, Leets Vale, Fernances, Wrights Creek, Upper Macdonald, Laughtondale, Gunderman, Mogo Creek, Lower Hawkesbury"
534,POA2776,5,0,0,5,3859,7,Faulconbridge
535,POA2777,47,0,7,8,16907,35,"Hawkesbury Heights, Sun Valley, Winmalee, Yellow Rock, Springwood, Valley Heights"
536,POA2778,0,0,0,0,2333,0,"Linden, Woodford"
537,POA2779,17,0,0,4,4774,15,Hazelbrook
538,POA2780,99,8,13,12,12384,70,"Katoomba, Katoomba DC, Medlow Bath, Leura"
539,POA2782,18,0,3,6,5752,14,Wentworth Falls
540,POA2783,9,0,0,0,2479,6,Lawson
541,POA2784,7,0,0,3,1174,3,Bullaburra
542,POA2785,19,0,0,3,4251,12,"Megalong Valley, Blackheath, Megalong"
543,POA2786,0,0,0,0,1179,3,"Mount Irvine, Mount Victoria, Bell, Mount Wilson, Dargan"
544,POA2787,13,0,0,3,4216,9,"Duckmaloi, Essington, Oberon, Edith, Shooters Hill, Black Springs, Mount Werong, Mayfield, Gurnang, Tarana, Hazelgrove, Porters Retreat, Gingkin, Chatham Valley, Mozart, Norway, The Meadows, Jaunter, Kanangra, Mount Olive"
545,POA2790,62,3,7,17,14912,37,"Springvale, Littleton, Little Hartley, Oaky Park, Hartley, Hermitage Flat, Hartley Vale, Good Forest, Bowenfels, Clarence, Lidsdale, Kanimbla, Jenolan, South Littleton, Blackmans Flat, Hassans Walls, Rydal, Hampton, Pottery Estate, Wollangambe, Cullen Bullen, South Bowenfels, Morts Estate, Newnes Plateau, Lowther, Lithgow, Sodwalls, State Mine Gully, Newnes, Mount Lambie, Ben Bullen, Doctors Gap, Ganbenang, Wolgan Valley, Vale Of Clwydd, Corney Town, Mckellars Park, Sheedys Gully, Jenolan Caves, Marrangaroo, Cobar Park"
546,POA2791,0,0,0,0,311,0,"Carcoar, Errowanbang"
547,POA2792,0,0,0,0,370,0,"Mandurama, Burnt Yards"
548,POA2793,4,0,0,3,908,3,"Darbys Falls, Roseberg, Woodstock"
549,POA2794,31,0,0,3,9828,19,"Noonbinna, Westville, Wattamondara, Cowra, Hovells Creek, Mount Collins, Bumbaldry"
550,POA2795,129,13,20,18,40202,83,"Locksley, Fosters Valley, Georges Plains, Triangle Flat, Wimbledon, Laffing Waters, Windradyne, Mitchell, Sunny Corner, Billywillinga, Meadow Flat, Copperhannia, Robin Hill, Kirkconnell, Peel, Dunkeld, West Bathurst, Jeremy, Glanmire, Mount David, Crudine, Fitzgeralds Valley, Yetholme, Raglan, Gowan, Cow Flat, Burraga, Wisemans Creek, Arkell, Clear Creek, O'Connell, Colo, Hobbys Yards, Forest Grove, Trunkey Creek, Wiagdon, Llanarth, Gemalla, Caloola, Abercrombie, Palmers Oaky, Yarras, Dog Rocks, Wattle Flat, Stewarts Mount, Perthville, Walang, The Lagoon, Arkstone, Isabella, Bathurst West, Kelso, Twenty Forests, Paling Yards, Ballyroe, Mount Rankin, Moorilda, Gilmandyke, Milkers Flat, Eglinton, Millah Murrah, Mount Panorama, Killongbutta, Bathurst, Watton, Charles Sturt University, Abercrombie River, Dark Corner, Evans Plains, Charlton, Limekilns, Turondale, South Bathurst, Rockley, Gormans Hill, Brewongle, White Rock, Winburndale, Tannas Mount, Sofala, Freemantle, Orton Park, The Rocks, Upper Turon, Judds Creek, Bruinbun, Bald Ridge, Napoleon Reef, Bathampton, Newbridge, Rock Forest, Wambool, Duramana, Curragh, Rockley Mount"
551,POA2797,0,0,0,0,383,0,"Garland, Lyndhurst"
552,POA2798,0,0,0,0,1976,0,"Forest Reefs, Tallwood, Spring Terrace, Guyong, Millthorpe"
553,POA2799,10,0,3,0,3898,3,"Neville, Kings Plains, Barry, Blayney, Vittoria, Fitzgeralds Mount, Browns Creek"
554,POA2800,220,7,35,24,42455,192,"Lucknow, Nashdale, Summer Hill Creek, Huntley, Canobolas, Borenore, Ophir, March, Spring Hill, Clergate, Clifton Grove, Spring Creek, Lidster, Bowen, Lewis Ponds, Windera, Byng, Lower Lewis Ponds, Cadia, Waldegrave, Mullion Creek, Orange, Shadforth, Orange East, Four Mile Creek, Kerrs Creek, Belgravia, Narrambla, Emu Swamp, Kangaroobie, Springside, Panuara, Cargo, Orange DC, Boree"
555,POA2803,0,0,0,0,260,0,"Crowther, Wirrimah, Bendick Murrell"
556,POA2804,4,0,0,0,2520,9,"Nyrang Creek, Moorbel, Canowindra, Billimari"
557,POA2805,0,0,0,0,393,0,Gooloogong
558,POA2806,0,0,0,0,710,0,Eugowra
559,POA2807,0,0,0,0,404,0,Koorawatha
560,POA2808,0,0,0,0,167,0,Wyangala
561,POA2809,0,0,0,0,204,0,Greenethorpe
562,POA2810,3,0,0,0,2944,0,"Pinnacle, Piney Range, Warraderry, Pullabooka, Glenelg, Caragabal, Bimbi, Grenfell"
563,POA2820,8,0,0,0,6879,9,"Medway, Apsley, Walmer, Gollan, Bakers Swamp, Stuart Town, Maryvale, Curra Creek, Arthurville, Montefiores, Bodangora, Neurea, Dripstone, Mount Arthur, Mumbil, Wuuluman, Wellington, Spicers Creek, Farnham, Suntop, Comobella, Lake Burrendong, Mount Aquila, Mookerawa, Yarragal"
564,POA2821,3,0,0,0,4505,3,"Narromine, Burroway"
565,POA2823,3,0,0,0,1325,0,"Trangie, Cathundral, Dandaloo, Gin Gin, Bundemar"
566,POA2824,3,0,0,0,2023,3,"Mount Foster, Warren, Mount Harris, Snakes Plain, Eenaweena, Tenandra, Marthaguy, Ravenswood, Red Hill, Beemunnel, Bullagreen, Pine Clump, Pigeonbah, Mumblebone Plain, Oxley"
567,POA2825,4,0,0,0,2185,9,"Nyngan, Mulla, Miandetta, Bogan, Mullengudgery, Honeybugle, Canonba, Pangee, Murrawombie, Babinda, Buddabadah"
568,POA2827,0,0,0,0,3427,6,"Biddon, Collie, Gilgandra, Curban, Bearbong, Breelong, Merrigal"
569,POA2828,0,0,0,0,762,0,"Armatree, Tonderburine, Black Hollow, Bourbah, Warrumbungle, Gulargambone, Quanda, Mount Tenandra"
570,POA2829,0,0,0,0,2906,6,"Gilgooma, Gungalman, Pine Grove, Combara, Nebea, Teridgerie, Billeroy, Tooloon, Magometon, Conimbia, Coonamble, Urawilkie, Wingadee"
571,POA2830,165,8,18,16,37787,104,"Dubbo West, Minore, Mogriguy, Brocklehurst, Ballimore, Muronbung, Terramungamine, Goonoo Forest, Rawsonville, Dubbo Grove, Dubbo, Dubbo East, Kickabil, Dubbo DC, Toongi, Wambangalang"
572,POA2831,0,0,0,0,1789,0,"Wongarbon, Goodooga, Neilrex, Girilambone, Quambone, The Marra, Merrygoen, Hermidale, Armatree, Nevertire, Elong Elong, Macquarie Marshes, Balladoran, Tooraweenah, Nymagee, Carinda, Eumungerie, Byrock, Coolabah"
573,POA2832,10,0,3,0,2367,6,"Come By Chance, Cryon, Cumborah, Walgett"
574,POA2833,0,0,0,0,585,0,Collarenebri
575,POA2834,16,0,0,7,2135,42,"Angledool, Lightning Ridge"
576,POA2835,14,0,3,0,3876,11,"Cobar, Bulla, Irymple, Gilgunnia, Canbelego, Kerrigundi, Tindarey, Noona, Cubba, Kulwin, Sandy Creek"
577,POA2836,7,0,0,0,799,3,"White Cliffs, Wilcannia"
578,POA2839,0,0,0,0,1227,0,"Narran Lake, Collerina, Talawanta, Gongolgon, Weilmoringle, Brewarrina"
579,POA2840,4,0,0,0,2466,0,"Enngonia, Hungerford, Louth, Bourke, Yantabulla, Barringun, Fords Bridge, North Bourke, Wanaaring, Urisino, Gunderbooka, Tilpa, Gumbalie"
580,POA2842,0,0,0,0,591,3,"Mendooran, Yarragrin, New Mollyan, Mollyan"
581,POA2843,0,0,0,0,1159,0,Coolah
582,POA2844,0,0,0,0,1355,0,"Leadville, Birriwa, Cobbora, Dunedoo"
583,POA2845,6,0,3,0,1864,6,Wallerawang
584,POA2846,0,0,0,0,259,0,"Glen Davis, Round Swamp, Capertee"
585,POA2847,0,0,0,0,2257,6,"Pipers Flat, Portland"
586,POA2848,7,0,3,0,1572,9,"Clandulla, Brogans Creek, Kandos, Charbon"
587,POA2849,3,0,3,0,1444,9,"Upper Bylong, Bylong, Budden, Lee Creek, Ginghi, Coggan, Bogee, Dungeree, Camboon, Wirraba, Breakfast Creek, Mount Marsden, Rylstone, Upper Nile, Olinda, Kelgoola, Pinnacle Swamp, Coxs Creek, Dunville Loop, Coxs Crown, Murrumbo, Dabee, Growee, Pyangle, Glen Alice, Reedy Creek, Nullo Mountain, Upper Growee, Carwell"
588,POA2850,50,0,9,3,16595,41,"Mogo, Turill, Lue, Wilbetree, Bombira, Stony Creek, Apple Tree Flat, Ulan, Wollar, Twelve Mile, Bara, Hayes Gap, Mudgee, Windeyer, Pyramul, Cross Roads, Cooyal, Running Stream, Caerleon, Home Rule, Collingwood, Sallys Flat, Aarons Pass, Ullamalla, Avisford, Ilford, Putta Bucca, Mullamuddy, Budgee Budgee, Erudgere, Hargraves, Maitland Bar, Barigan, Piambong, Menah, Milroy, Mount Frome, Munghorn, Yarrawonga, Canadian Lead, Tambaroora, Meroo, Cullenbone, Eurunderee, Buckaroo, Triamble, Grattai, Monivae, Bocoble, Spring Flat, Linburn, Worlds End, Kains Flat, Tichular, Yarrabin, Galambine, Cudgegong, St Fillans, Mount Knowles, Carcalgong, Hill End, Cumbo, Moolarben, Green Gully, Havilah, Queens Pinch, Riverlea, Frog Rock, Wilpinjong, Botobolar, Burrundulla, Totnes Valley, Cooks Gap"
589,POA2852,4,0,3,0,3345,9,"Stubbo, Bungaba, Guntawang, Two Mile Flat, Beryl, Barneys Reef, Mebul, Gulgong, Tallawang, Cope, Goolma, Cumbandry, Merotherie"
590,POA2864,0,0,0,0,744,0,"Murga, Cudal, Bowan Park, Toogong"
591,POA2865,3,0,0,0,816,0,"Gumble, Bocobra, Manildra"
592,POA2866,3,0,0,3,2972,3,"Amaroo, Boomey, Molong, Euchareena, Garra, Larras Lee, Cundumbul"
593,POA2867,0,0,0,0,576,0,"Baldry, Loombah, Cumnock, Yullundry, Eurimbla"
594,POA2868,0,0,0,0,620,0,"Obley, North Yeoval, Yeoval, Bournewood"
595,POA2869,5,0,0,0,1348,3,"Trewilga, Tomingley, Peak Hill"
596,POA2870,24,0,0,0,11263,25,"Goonumbla, Cooks Myalls, Cookamidgera, Alectown, Mandagery, Daroobalgie, Parkes, Bumberry, Tichborne"
597,POA2871,14,0,0,0,8776,12,"Bedgerebong, Forbes, Ooma, Bedgerabong, Fairholme, Warroo, Paytens Bridge, Gunning Gap, Wirrinya, Corinella, Jemalong, Mulyandry, Garema"
598,POA2873,0,0,0,0,526,0,"Albert, Tottenham, Miamley, Five Ways"
599,POA2874,0,0,0,0,400,0,Tullamore
600,POA2875,3,0,3,0,900,4,"Bruie Plains, Trundle, Yarrabandai, Ootha, Fifield"
601,POA2876,0,0,0,0,393,0,"Bogan Gate, Nelungaloo, Gunningbland"
602,POA2877,9,0,3,0,3650,3,"Bobadah, Euabalong, Eremerang, Condobolin, Mulguthrie, Boona Mount, Mount Hope, Euabalong West, Derriwong, Kiacatoo"
603,POA2878,0,0,0,0,349,0,"Ivanhoe, Trida, Mossgiel, Conoble"
604,POA2879,0,0,0,0,580,3,"Menindee, Sunset Strip"
605,POA2880,29,0,0,4,16820,32,"Broken Hill, Broken Hill West, Milparinka, Broken Hill North, South Broken Hill, Silverton, Packsaddle, Broughams Gate, Mutawintji, Tibooburra, Little Topar, Fowlers Gap"
606,POA2898,0,0,0,0,312,0,Lord Howe Island
